Common_Name,CommonName,ScientificName,Inside,Outside,Anacapa Island,San Miguel Island,Santa Barbara Island,Santa Cruz Island,Santa Rosa Island,MeanDecreaseAccuracy,MeanDecreaseGini,MeanDecreaseAccuracy_Isl,MeanDecreaseGini_Isl,Data_Type,Classification,Targeted,Type
California_moray_eel,California moray eel,Gymnothorax mordax,2.3886077600059967,0.7994826795561116,0.914327474644105,4.448275561216591,3.9534871065590855,0.19965319934325254,7.356077355024547,2.246757480014117,0.37438243746930666,7.3889371887559525,0.5937837224244465,Count,Fish,Non-targeted,RF_2005
zebra_goby,zebra goby,Lythrypnus zebra,2.2676323643251663,1.8581286134556696,11.909990356689338,9.631791678795492,11.088052236338136,2.981900399352772,12.335185261386528,2.873548567569563,0.6233057977353137,16.100882246146124,2.4478639072853325,Count,Fish,Non-targeted,RF_2005
Pacific_bonito,Pacific bonito,Sarda chiliensis,1.4118583575233876,1.0001667083449108,0,0,0,0,1.0001667083449106,1.7328757529532797,0.012059936149947187,1.0001667083449108,0.00894872665289722,Count,Fish,Targeted,RF_2005
yellowfin_fringehead,yellowfin fringehead,Neoclinus stephensae,0.6539207114063872,-0.2715455741152968,1.3274072077698384,0,0,0,0,0.00986451691148027,0.046950046959441466,1.3420434599479385,0.012581655373134317,Count,Fish,Non-targeted,RF_2005
baitfish_spp.,baitfish spp.,baitfish spp.,1.0029607467173345,-0.2626399152440747,0.9124582964374757,0,-1.7306544201426663,-3.1980292930371164,1.000166708344911,0.4365733463936697,0.049030644606748504,-1.6477964222972974,0.07230146459663926,Count,Fish,Targeted,RF_2005
Pacific_mackerel,Pacific mackerel,Scomber japonicus,0.008174508396380719,-1.4140086418990967,-1.0001667083449106,0,0,-1.9994041442334762,0,-1.0355241126052648,0.023902686855298488,-2.2363642482749615,0.044673021299391345,Count,Fish,Targeted,RF_2005
onespot_fringehead,onespot fringehead,Neoclinus uninotatus,-0.08561934155882982,-1.6255037879170964,0,0,0,1.0001667083449108,0,-1.2000426726543003,0.07055662400370753,1.0001667083449106,0.013615621378634292,Count,Fish,Non-targeted,RF_2005
finescale_triggerfish,finescale triggerfish,Balistes polylepis,0,0,0,0,0,0,0,0,0.006077496418791626,0,0.0012266666666666665,Count,Fish,Non-targeted,RF_2005
barred_sand_bass,barred sand bass,Paralabrax nebulifer,-0.09620045355050663,0.6500608961437233,1.410720475811268,0,0,1.4177555449357686,1.0001667083449108,0.39502255106018896,0.02206967472995773,1.9127984880378122,0.047174422402082,Count,Fish,Targeted,RF_2005
black_croaker,black croaker,Cheilotrema saturnum,0,0,0,0,0,1.0001667083449106,0,0,0.0064498043262108595,1.0001667083449108,0.003486753933345753,Count,Fish,Targeted,RF_2005
sargo,sargo,Anisotremus davidsonii,-0.9954456525737778,1.2329013332511973,1.7268039720172161,0,2.353620338842921,4.2506686381600245,1.3757727423689312,0.7352539421723161,0.02525372295105399,4.764244097009656,0.0901443148432277,Count,Fish,Non-targeted,RF_2005
orangethroat_pikeblenny,orangethroat pikeblenny,Chaenopsis alepidota,0,0,0,0,0,0,0,0,0.0010183472093740372,0,0.006212307389055514,Count,Fish,Non-targeted,RF_2005
thornback_ray,thornback ray,Raja clavata,0,0,0,0,0,0,0,0,0.009453814002334148,0,0.012769772487742434,Count,Fish,Targeted,RF_2005
halfbanded_rockfish,halfbanded rockfish,Sebastes semicinctus,0,0,0,0,0,0,0,0,6.666666666666666e-4,0,0.0029546339720112973,Count,Fish,Targeted,RF_2005
white_seabass,white seabass,Atractoscion nobilis,0,0,0,0,0,0,0,0,0.00171080586080586,0,0.002631892695486669,Count,Fish,Targeted,RF_2005
plain_cardinalfish,plain cardinalfish,Apogon atricaudus,0,0,0,0,0,0,0,0,0,0,0.008794797408647281,Count,Fish,Non-targeted,RF_2005
leopard_shark,leopard shark,Triakis semifasciata,0,0,0,0,0,0,0,0,0.01584093939011829,0,0.012891956041494578,Count,Fish,Targeted,RF_2005
giant_black_sea_bass,giant black sea bass,Stereolepis gigas,1.8958245723418115,0.26225268097668475,2.003816242962209,1.0001667083449108,-0.8939812943806602,6.252123833733362,1.4146852027271686,1.401763573536176,0.17588186601250255,5.102851364175746,0.2705761092055184,Count,Fish,Non-targeted,RF_2005
California_halibut,California halibut,Paralichthys californicus,1.1885701124698005,-0.5656314503369612,2.9112432690378793,0,2.7896106943564916,3.3045260012900424,-0.1349907337207126,0.2753906671589631,0.07820959953119977,4.636726099933082,0.10324272004219441,Count,Fish,Targeted,RF_2005
swallowtail_damselfish,swallowtail damselfish,Azurina hirundo,0,1.0001667083449108,0,0,0,0,0,1.0001667083449108,0.012326345849155672,0,0.011984794735212882,Count,Fish,Non-targeted,RF_2005
wolf_eel,wolf eel,Anarrhichthys ocellatus,4.131430688550166,6.361754784749359,0,-2.3851825328929173,0,0,1.344993210699346,6.903974707312079,0.19705111602217792,-0.5007070747188873,0.02453376443194954,Count,Fish,Non-targeted,RF_2005
monkeyface_prickleback,monkeyface prickleback,Cebidichthys violaceus,0,0,0,0,0,0,0,0,0.0017567543002177954,0,0.005827931420684195,Count,Fish,Non-targeted,RF_2005
broadnose_sevengill_shark,broadnose sevengill shark,Notorynchus cepedianus,0,0,0,0,0,0,0,0,0.0066156201532795176,0,0.0016719875984581851,Count,Fish,Targeted,RF_2005
sarcastic_fringehead,sarcastic fringehead,Neoclinus blanchardi,0,0,0,0,0,0,0,0,0.005825186765655107,0,0.010700157271125806,Count,Fish,Non-targeted,RF_2005
plainfin_midshipman,plainfin midshipman,Porichthys notatus,1.0001667083449108,0,0,0,0,0,1.0001667083449106,1.0001667083449106,0.009973447176016852,1.0001667083449108,0.008599649286065172,Count,Fish,Non-targeted,RF_2005
walleye_surfperch,walleye surfperch,Hyperprosopon argenteum,0,0,0,0,0,0,0,0,0.002883472843509293,0,0.015324549524618763,Count,Fish,Non-targeted,RF_2005
ocean_sunfish,ocean sunfish,Mola mola,0,0,0,0,0,0,0,0,0.0189158486533904,0,0.0024928123117551144,Count,Fish,Non-targeted,RF_2005
ocean_whitefish,ocean whitefish,Caulolatilus princeps,6.691791017104346,5.587537932505914,10.767612170436303,8.494847874138847,11.094078125879593,3.702002345471024,9.005449357841853,8.187458561938122,1.0302847139132847,16.202776714586406,2.3487050086694254,Biomass,Fish,Targeted,RF_2005
blacksmith,blacksmith,Chromis punctipinnis,7.001596149986503,13.667793753009109,13.681260752169546,16.018002567030514,9.030851802503692,4.160425925938327,3.098547180368863,14.89752298229768,2.373550135880387,20.64555337924546,3.8553499232870574,Biomass,Fish,Non-targeted,RF_2005
black_surfperch,black surfperch,Embiotoca jacksoni,11.248868570805582,9.124012775361527,3.374590677332052,7.103062687194058,21.92391343063002,18.24024703270931,10.277281611506371,13.718776820769842,2.1650762616720076,25.39448496314639,5.19258747032478,Biomass,Fish,Non-targeted,RF_2005
striped_surfperch,striped surfperch,Embiotoca lateralis,6.927624998719637,9.971425665981421,16.142202500965812,17.837175729998428,21.012838349956752,15.912669496683923,23.897919466397727,13.06799426908726,1.335833615129079,27.116250116138467,8.755323452283802,Biomass,Fish,Non-targeted,RF_2005
opaleye,opaleye,Girella nigricans,17.142200619008182,17.453560091674515,16.674137829789206,17.793714918472414,7.041529707524611,4.912476285301989,-1.0850464231371773,21.645538156052428,4.571333272042451,22.198208848590216,3.9122771619663164,Biomass,Fish,Non-targeted,RF_2005
rock_wrasse,rock wrasse,Halichoeres semicinctus,10.6438086357574,8.726818547475402,15.812744029630485,15.57394526376091,14.659486029181929,17.638719118325437,14.078230652982217,13.724448247562812,1.7151718756506986,23.601348396982676,5.365060685747963,Biomass,Fish,Non-targeted,RF_2005
garibaldi,garibaldi,Hypsypops rubicundus,19.199444592590623,22.293987723109517,23.88789441001774,20.829829734009397,15.790481944874305,19.964526103499388,22.30665676115124,25.66131646603979,4.111059941835839,27.978047235224157,8.695690924072736,Biomass,Fish,Non-targeted,RF_2005
halfmoon,halfmoon,Medialuna californiensis,6.4079053992575306,3.9828563661931704,11.206629401811417,9.772598045936226,5.094947340737457,7.548275091628467,8.660712692875272,7.693795649045241,1.121752553285354,14.12810605792292,2.6473375606606497,Biomass,Fish,Non-targeted,RF_2005
lingcod,lingcod,Ophiodon elongatus,15.769194147803267,8.482366882788646,6.982554430164529,12.73202910322617,10.629727078456822,6.560311056790715,-1.8466698022906238,16.672881109422555,1.993116423597059,13.046158025643816,1.5570666565457174,Biomass,Fish,Targeted,RF_2005
senorita,senorita,Oxyjulis californica,4.4089400872346936,0.23096958058539319,3.7301209037786154,3.808761670721422,5.674715634724322,8.62849191612332,3.443405235558544,3.3190264781924967,1.52694471482049,11.640535549338487,2.0274631180361316,Biomass,Fish,Non-targeted,RF_2005
kelp_bass,kelp bass,Paralabrax clathratus,17.205796311561393,17.69311224570978,21.503437443470975,24.131436972423828,16.953901864708552,22.67604577902402,4.841947564304583,22.961764918379746,3.4653355564407593,31.00220425395099,7.377303250682712,Biomass,Fish,Targeted,RF_2005
rubberlip_surfperch,rubberlip surfperch,Rhacochilus toxotes,3.8708938279159697,7.22349402839014,15.675335053942552,13.198436861786645,20.76465872241625,20.409230039642658,15.567708072909785,7.744447853416501,1.0827259550070416,26.32886885400425,6.296863045912949,Biomass,Fish,Non-targeted,RF_2005
pile_perch,pile perch,Rhacochilus vacca,6.308934770009946,10.658049252652727,5.147330748207936,1.9657322237114565,19.674492552441947,13.921100585717552,16.28315097963199,12.088623476802349,1.911275594836923,24.350479895745377,5.0164308583479995,Biomass,Fish,Non-targeted,RF_2005
California_scorpionfish,California scorpionfish,Scorpaena guttata,2.7674096223714977,1.0385547348896087,0.37497802508531175,4.63275065491779,0.7043545154119669,-2.0919618839075356,6.480963137841662,2.5843387641501474,0.6400021875240699,4.456018544529958,0.835985222683203,Biomass,Fish,Targeted,RF_2005
cabezon,cabezon,Scorpaenichthys marmoratus,14.861146322325403,9.543518484010075,6.316763836850269,9.566572896461732,1.1056992345846524,4.9127619686637924,0.27830553738242,15.954395244880537,2.2749044843369433,10.537434684055825,1.2546853915890448,Biomass,Fish,Targeted,RF_2005
kelp_rockfish,kelp rockfish,Sebastes atrovirens,9.470452197511282,9.336746812288517,13.750121642479538,6.967241546558833,22.506062914810027,9.12295128211732,21.195322805833598,13.879064014162017,1.8783970255588411,26.176460200074605,6.764919875603465,Biomass,Fish,Targeted,RF_2005
black_and_yellow_rockfish,black and yellow rockfish,Sebastes chrysomelas,13.104475347229753,13.112123842744499,15.35468808356597,19.961054192205832,14.877009074590454,12.762946478038609,16.81188267553102,17.26968518848004,2.1268429110803226,26.259832139242604,5.757040060810482,Biomass,Fish,Targeted,RF_2005
blue_rockfish,blue rockfish,Sebastes mystinus,13.598792216337976,6.155089713660608,4.517101937889813,15.564675246963704,20.388032039842717,12.630510436577007,19.608621117689406,14.44955766595109,1.8951911705465074,24.122307170723698,6.042467124135019,Biomass,Fish,Targeted,RF_2005
olive_rockfish,olive rockfish,Sebastes serranoides,14.279886745589202,6.95502320890573,19.4575509851247,-2.4649310116091585,20.417601436627578,10.327646206507868,21.299068996723868,15.340586735215194,2.3191155951212927,27.723141395604493,6.195254560664403,Biomass,Fish,Targeted,RF_2005
treefish,treefish,Sebastes serriceps,10.831531579810642,8.47963156044993,4.32076162091018,4.155860395931424,15.430539980541935,8.587115556511586,6.903839921371958,12.86165466387731,2.219989186741662,17.441141199780997,2.856022565752429,Biomass,Fish,Targeted,RF_2005
California_sheephead_female,California sheephead female,Semicossyphus pulcher,6.587419665058197,6.8608620247369965,3.1616800641625398,5.10919475365428,5.020853680846564,4.9703111780362965,8.025067581811049,9.354016499366177,2.2069708566111816,11.635611134761975,2.350390359146725,Biomass,Fish,Targeted,RF_2005
California_sheephead_male,California sheephead male,Semicossyphus pulcher,23.670711731937967,26.050810986638773,7.741497516676412,10.287947430229679,4.557604677909223,14.593289806167396,16.866566741801005,29.48729609057596,7.5898826433625555,21.80823842950737,3.574076155395906,Biomass,Fish,Targeted,RF_2005
total_fish_biomass,total fish biomass,total fish biomass,13.668352984135776,7.387279223625689,8.478554292018268,4.923422180990882,12.727411732643018,6.634729058021609,9.056902031214346,15.15366831724475,2.5992682218545053,18.625253871052767,2.91833819871924,Biomass,Fish,Calculated Value,RF_2005
IslandName,Island Name,IslandName,17.26260928410866,18.771632416913917,NA,NA,NA,NA,NA,22.240139764940714,2.3714699658983953,NA,NA,Categorical,Meta data,Categorical,RF_2005
